IP.Address,Finished,F_SEX,AGE,F_AGECAT,RACE,DATAUSEa_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49
32.213.227.66,TRUE,Female,29,18-29,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unacceptable
172.58.63.196,TRUE,Male,29,18-29,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Unacceptable
73.52.35.121,TRUE,Female,29,18-29,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Unsure
96.239.72.203,TRUE,Male,29,18-29,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Unacceptable
96.238.153.6,TRUE,Female,29,18-29,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
206.198.168.254,TRUE,Female,29,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
69.206.135.33,TRUE,Female,29,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
71.38.167.28,TRUE,Male,29,18-29,"Hispanic or Latino,Black or African American",Acceptable,Acceptable,Acceptable,Unacceptable
174.254.68.136,TRUE,Female,29,18-29,White,Acceptable,Acceptable,Unacceptable,Acceptable
172.58.139.90,TRUE,Female,29,18-29,White,Acceptable,Unacceptable,Acceptable,Acceptable
98.169.122.112,TRUE,Male,29,18-29,White,Acceptable,Unacceptable,Unacceptable,Acceptable
68.194.7.61,TRUE,Female,29,18-29,White,Acceptable,Acceptable,Acceptable,Unsure
71.8.82.97,TRUE,Male,30,30-49,White,Unsure,Unacceptable,Acceptable,Acceptable
96.42.57.246,TRUE,Female,30,30-49,White,Unsure,Acceptable,Acceptable,Unsure
68.11.164.183,TRUE,Female,30,30-49,Black or African American,Unsure,Acceptable,Unacceptable,Acceptable
24.8.178.163,TRUE,Female,30,30-49,White,Unsure,Unsure,Acceptable,Unsure
71.212.102.14,TRUE,Male,30,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
172.58.101.208,TRUE,Female,30,30-49,Hispanic or Latino,Unsure,Acceptable,Acceptable,Acceptable
107.185.148.46,TRUE,Male,30,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
174.195.10.93,TRUE,Male,30,30-49,White,Unacceptable,Unsure,Unacceptable,Unacceptable
72.94.12.206,TRUE,Female,30,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.58.187.180,TRUE,Male,30,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.58.84.63,TRUE,Female,30,30-49,White,Unacceptable,Acceptable,Acceptable,Unsure
174.237.133.182,TRUE,Female,30,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
67.160.102.66,TRUE,Female,30,30-49,Asian or Asian American,Acceptable,Unsure,Acceptable,Acceptable
23.243.152.117,TRUE,Male,30,30-49,White,Acceptable,Unacceptable,Unsure,Acceptable
66.116.24.241,TRUE,Male,30,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
73.58.153.94,TRUE,Female,30,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
162.252.155.114,TRUE,Female,30,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
174.192.202.215,TRUE,Male,30,30-49,White,Acceptable,Unsure,Acceptable,Acceptable
76.186.248.219,TRUE,Female,30,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Acceptable,Acceptable
74.134.190.177,TRUE,Female,30,30-49,"White,Black or African American",Acceptable,Acceptable,Acceptable,Acceptable
174.110.160.117,TRUE,Female,30,30-49,American Indian or Alaska Native,Acceptable,Acceptable,Unacceptable,Unacceptable
76.198.89.44,TRUE,Male,30,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
74.101.92.90,TRUE,Female,30,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
24.242.226.13,TRUE,Female,30,30-49,White,Acceptable,Acceptable,Unsure,Acceptable
65.17.179.152,TRUE,Female,30,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
67.249.9.174,TRUE,Female,30,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
99.203.101.121,TRUE,Female,31,30-49,White,Unsure,Unacceptable,Unacceptable,Acceptable
73.2.30.191,TRUE,Female,31,30-49,Hispanic or Latino,Unsure,Unacceptable,Unacceptable,Unsure
76.97.243.69,TRUE,Male,31,30-49,White,Unsure,Unacceptable,Acceptable,Acceptable
47.20.80.79,TRUE,Male,31,30-49,Black or African American,Unsure,Unsure,Unsure,Unsure
107.202.147.218,TRUE,Female,31,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
108.221.172.53,TRUE,Male,31,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
67.174.242.58,TRUE,Male,31,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
172.58.141.149,TRUE,Male,31,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
75.132.113.123,TRUE,Female,31,30-49,Other,Unacceptable,Unacceptable,Acceptable,Acceptable
72.189.59.174,TRUE,Male,31,30-49,White,Unacceptable,Acceptable,Unacceptable,Acceptable
24.255.86.49,TRUE,Female,31,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Unacceptable
172.58.101.12,TRUE,Female,31,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Acceptable
198.72.135.66,TRUE,Male,31,30-49,Asian or Asian American,Acceptable,Unacceptable,Unacceptable,Acceptable
47.14.232.21,TRUE,Female,31,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
47.20.13.142,TRUE,Female,31,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
174.81.22.64,TRUE,Male,31,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
108.29.10.165,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
76.247.128.177,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
208.191.203.191,TRUE,Female,31,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
172.125.166.218,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.99.104,TRUE,Female,31,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Acceptable,Acceptable
69.209.31.33,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.188.241,TRUE,Female,31,30-49,Other,Acceptable,Unacceptable,Acceptable,Unacceptable
70.237.93.3,TRUE,Male,31,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
24.243.100.105,TRUE,Male,31,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
104.34.237.52,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
208.188.188.234,TRUE,Male,31,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
24.46.36.99,TRUE,Male,31,30-49,Black or African American,Acceptable,Unsure,Unacceptable,Acceptable
174.196.137.210,TRUE,Female,32,30-49,Black or African American,Unsure,Unacceptable,Unacceptable,Unsure
74.117.90.188,TRUE,Female,32,30-49,White,Unsure,Unacceptable,Acceptable,Acceptable
204.8.128.81,TRUE,Female,32,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
47.147.202.51,TRUE,Male,32,30-49,Asian or Asian American,Unsure,Unsure,Acceptable,Acceptable
208.104.50.146,TRUE,Female,32,30-49,White,Unsure,Acceptable,Unacceptable,Acceptable
73.147.61.200,TRUE,Male,32,30-49,Black or African American,Unsure,Unacceptable,Acceptable,Unsure
107.77.235.58,TRUE,Male,32,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
107.77.204.175,TRUE,Female,32,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.117.43.143,TRUE,Male,32,30-49,"Hispanic or Latino,White",Unacceptable,Acceptable,Acceptable,Unacceptable
172.249.167.194,TRUE,Female,32,30-49,Asian or Asian American,Unacceptable,Unacceptable,Acceptable,Acceptable
68.36.109.66,TRUE,Female,32,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.109.33,TRUE,Male,32,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
99.190.210.34,TRUE,Male,32,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Acceptable,Acceptable
107.77.198.236,TRUE,Male,32,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
141.126.241.246,TRUE,Male,32,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
73.71.130.37,TRUE,Female,32,30-49,"Hispanic or Latino,White,Black or African American,Asian or Asian American",Acceptable,Acceptable,Acceptable,Acceptable
67.168.250.224,TRUE,Male,32,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.172.82,TRUE,Male,32,30-49,Hispanic or Latino,Acceptable,Acceptable,Unsure,Acceptable
162.217.218.89,TRUE,Male,32,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
73.144.240.228,TRUE,Male,32,30-49,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
73.252.86.187,TRUE,Male,32,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
174.197.200.140,TRUE,Female,32,30-49,White,Acceptable,Unacceptable,Unsure,Unacceptable
68.33.74.161,TRUE,Male,32,30-49,White,Acceptable,Unsure,Acceptable,Unacceptable
74.89.102.27,TRUE,Female,32,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
68.103.157.73,TRUE,Male,32,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
73.230.82.6,TRUE,Female,32,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
107.146.234.223,TRUE,Male,33,30-49,Black or African American,Unsure,Acceptable,Acceptable,Unsure
97.76.185.172,TRUE,Female,33,30-49,White,Unsure,Acceptable,Acceptable,Unacceptable
75.64.36.202,TRUE,Male,33,30-49,Asian or Asian American,Unsure,Unacceptable,Unacceptable,Unacceptable
69.47.161.160,TRUE,Male,33,30-49,White,Unsure,Acceptable,Unsure,Unacceptable
75.168.216.120,TRUE,Female,33,30-49,White,Unsure,Unsure,Acceptable,Acceptable
73.8.67.141,TRUE,Male,33,30-49,White,Unacceptable,Unsure,Unacceptable,Unacceptable
65.30.152.247,TRUE,Male,33,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.113.68.37,TRUE,Male,33,30-49,Other,Unacceptable,Unsure,Unacceptable,Unsure
174.197.203.92,TRUE,Male,33,30-49,White,Unacceptable,Acceptable,Acceptable,Unsure
64.78.254.128,TRUE,Male,33,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
173.173.112.102,TRUE,Female,33,30-49,Hispanic or Latino,Unacceptable,Acceptable,Unacceptable,Acceptable
172.88.156.35,TRUE,Female,33,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
174.26.98.87,TRUE,Male,33,30-49,Hispanic or Latino,Unacceptable,Acceptable,Acceptable,Acceptable
70.175.52.30,TRUE,Male,33,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
104.228.68.170,TRUE,Male,33,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
71.181.130.37,TRUE,Male,33,30-49,Hispanic or Latino,Unacceptable,Acceptable,Acceptable,Unacceptable
69.68.243.45,TRUE,Female,33,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
71.76.178.95,TRUE,Male,33,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
104.32.135.143,TRUE,Male,33,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
47.145.156.68,TRUE,Male,33,30-49,Asian or Asian American,Acceptable,Unsure,Unsure,Unsure
98.237.58.148,TRUE,Male,33,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
67.191.73.142,TRUE,Male,33,30-49,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Acceptable
96.250.242.43,TRUE,Female,33,30-49,Black or African American,Acceptable,Unacceptable,Unacceptable,Acceptable
47.157.28.106,TRUE,Male,33,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Unacceptable,Unacceptable
50.25.166.178,TRUE,Female,33,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
173.56.75.221,TRUE,Male,33,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
71.68.201.118,TRUE,Female,33,30-49,Black or African American,Acceptable,Unacceptable,Unacceptable,Acceptable
24.72.172.60,TRUE,Female,33,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
107.77.189.38,TRUE,Female,34,30-49,Hispanic or Latino,Unsure,Unacceptable,Unsure,Unacceptable
108.2.147.38,TRUE,Female,34,30-49,White,Unsure,Acceptable,Acceptable,Acceptable
99.114.162.22,TRUE,Female,34,30-49,White,Unsure,Unacceptable,Acceptable,Acceptable
67.107.227.237,TRUE,Female,34,30-49,White,Unsure,Unsure,Unsure,Unacceptable
67.140.126.211,TRUE,Female,34,30-49,Black or African American,Unsure,Unsure,Unsure,Unsure
24.130.227.169,TRUE,Female,34,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
107.77.232.140,TRUE,Female,34,30-49,White,Unsure,Acceptable,Unacceptable,Unsure
136.32.76.188,TRUE,Female,34,30-49,White,Unsure,Unsure,Unacceptable,Unacceptable
70.189.36.227,TRUE,Female,34,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
73.154.35.132,TRUE,Female,34,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
75.175.205.100,TRUE,Female,34,30-49,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
38.110.41.201,TRUE,Male,34,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Acceptable
73.225.159.232,TRUE,Male,34,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.112.86.254,TRUE,Female,34,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
70.176.241.123,TRUE,Female,34,30-49,Other,Unacceptable,Unacceptable,Acceptable,Acceptable
47.148.164.193,TRUE,Male,34,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.159.57.244,TRUE,Female,34,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
104.191.129.197,TRUE,Male,34,30-49,Black or African American,Unacceptable,Acceptable,Unacceptable,Acceptable
76.170.249.215,TRUE,Female,34,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.203.1.118,TRUE,Female,34,30-49,Other,Acceptable,Unsure,Acceptable,Acceptable
24.148.9.124,TRUE,Female,34,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
104.229.11.126,TRUE,Male,34,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
173.70.224.223,TRUE,Male,34,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Unacceptable,Acceptable
174.242.82.173,TRUE,Female,34,30-49,White,Acceptable,Acceptable,Acceptable,Unsure
24.151.228.228,TRUE,Male,34,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
99.198.6.78,TRUE,Female,34,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
71.65.107.212,TRUE,Female,34,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
172.77.129.190,TRUE,Female,34,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
50.90.199.24,TRUE,Male,34,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
69.181.128.122,TRUE,Male,34,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Acceptable
172.88.33.127,TRUE,Female,34,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
207.96.108.7,TRUE,Male,34,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
75.134.237.29,TRUE,Male,34,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.29.2,TRUE,Female,35,30-49,"Hispanic or Latino,White",Unsure,Unacceptable,Unsure,Acceptable
107.77.228.186,TRUE,Male,35,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Acceptable
174.104.203.215,TRUE,Female,35,30-49,Asian or Asian American,Unsure,Unacceptable,Unacceptable,Unacceptable
12.192.30.99,TRUE,Female,35,30-49,White,Unsure,Unacceptable,Unsure,Unsure
74.70.67.207,TRUE,Male,35,30-49,White,Unsure,Acceptable,Unacceptable,Unacceptable
23.121.89.9,TRUE,Male,35,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
75.85.102.0,TRUE,Female,35,30-49,Asian or Asian American,Unacceptable,Acceptable,Unsure,Acceptable
64.184.80.124,TRUE,Female,35,30-49,"White,Black or African American",Unacceptable,Unacceptable,Unacceptable,Unacceptable
209.6.228.209,TRUE,Male,35,30-49,"White,Asian or Asian American",Unacceptable,Unacceptable,Unsure,Acceptable
73.64.72.197,TRUE,Female,35,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
108.54.147.172,TRUE,Male,35,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
172.117.93.39,TRUE,Female,35,30-49,Black or African American,Acceptable,Unsure,Acceptable,Acceptable
172.117.100.203,TRUE,Female,35,30-49,Black or African American,Acceptable,Acceptable,Unacceptable,Unacceptable
108.167.124.65,TRUE,Female,35,30-49,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Unacceptable
73.97.237.216,TRUE,Male,35,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
73.63.220.158,TRUE,Female,35,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
73.112.97.155,TRUE,Female,35,30-49,Asian or Asian American,Acceptable,Acceptable,Unacceptable,Acceptable
172.58.175.216,TRUE,Female,35,30-49,Prefer not to answer,Acceptable,Acceptable,Unacceptable,Acceptable
50.211.44.179,TRUE,Male,35,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
47.145.238.122,TRUE,Female,35,30-49,Asian or Asian American,Acceptable,Acceptable,Unsure,Unacceptable
68.33.90.14,TRUE,Male,35,30-49,Black or African American,Acceptable,Unacceptable,Acceptable,Unsure
174.128.197.66,TRUE,Female,35,30-49,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
174.233.161.13,TRUE,Female,35,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
97.103.106.232,TRUE,Male,35,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
68.38.221.182,TRUE,Female,36,30-49,Asian or Asian American,Unsure,Acceptable,Acceptable,Acceptable
24.130.120.225,TRUE,Male,36,30-49,White,Unsure,Acceptable,Acceptable,Unsure
47.39.145.82,TRUE,Male,36,30-49,Black or African American,Unsure,Acceptable,Acceptable,Unsure
108.231.81.91,TRUE,Female,36,30-49,Black or African American,Unsure,Unsure,Unsure,Acceptable
24.38.203.80,TRUE,Male,36,30-49,Black or African American,Unsure,Unsure,Acceptable,Acceptable
107.77.241.50,TRUE,Female,36,30-49,"Hispanic or Latino,White",Unsure,Acceptable,Acceptable,Unsure
216.249.144.122,TRUE,Male,36,30-49,White,Unsure,Unsure,Unacceptable,Acceptable
72.227.144.224,TRUE,Male,36,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
107.77.249.34,TRUE,Male,36,30-49,Black or African American,Unacceptable,Acceptable,Unsure,Unacceptable
73.132.125.28,TRUE,Male,36,30-49,"Hispanic or Latino,White",Unacceptable,Acceptable,Unacceptable,Unacceptable
47.25.241.74,TRUE,Female,36,30-49,Hispanic or Latino,Unacceptable,Unsure,Unsure,Unsure
96.244.187.64,TRUE,Female,36,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
71.69.196.209,TRUE,Male,36,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Acceptable
98.169.41.239,TRUE,Male,36,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
70.127.90.106,TRUE,Female,36,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
69.163.13.150,TRUE,Female,36,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
24.56.169.212,TRUE,Male,36,30-49,White,Unacceptable,Unacceptable,Unacceptable,Acceptable
47.195.10.77,TRUE,Male,36,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
98.13.196.112,TRUE,Male,36,30-49,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Acceptable
68.34.84.149,TRUE,Female,36,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
73.76.22.95,TRUE,Female,36,30-49,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Acceptable
96.83.61.21,TRUE,Female,36,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
192.225.253.137,TRUE,Female,36,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
75.91.106.75,TRUE,Male,36,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Unacceptable
69.55.220.210,TRUE,Male,36,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
73.17.122.188,TRUE,Female,36,30-49,Asian or Asian American,Acceptable,Unsure,Acceptable,Unacceptable
70.112.41.120,TRUE,Male,36,30-49,White,Acceptable,Unacceptable,Unacceptable,Acceptable
134.215.153.187,TRUE,Female,36,30-49,White,Acceptable,Unsure,Unacceptable,Unacceptable
107.146.179.144,TRUE,Female,36,30-49,White,Acceptable,Unsure,Acceptable,Unsure
24.236.129.112,TRUE,Male,36,30-49,White,Acceptable,Acceptable,Unsure,Unsure
96.3.11.64,TRUE,Female,37,30-49,White,Unsure,Acceptable,Acceptable,Acceptable
97.104.235.33,TRUE,Male,37,30-49,Prefer not to answer,Unsure,Acceptable,Acceptable,Acceptable
173.91.136.22,TRUE,Male,37,30-49,White,Unacceptable,Acceptable,Unacceptable,Unsure
107.9.53.245,TRUE,Male,37,30-49,White,Unacceptable,Acceptable,Acceptable,Unacceptable
47.200.16.79,TRUE,Female,37,30-49,White,Unacceptable,Acceptable,Acceptable,Unsure
98.253.191.145,TRUE,Female,37,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Acceptable,Acceptable
208.101.146.211,TRUE,Male,37,30-49,White,Unacceptable,Acceptable,Unsure,Unacceptable
67.42.103.64,TRUE,Male,37,30-49,White,Unacceptable,Unacceptable,Unsure,Unacceptable
50.27.199.1,TRUE,Female,37,30-49,White,Unacceptable,Acceptable,Unacceptable,Unsure
184.99.44.18,TRUE,Female,37,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.251.96.242,TRUE,Male,37,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
174.254.67.33,TRUE,Female,37,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
73.224.134.52,TRUE,Male,37,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unsure
74.90.37.179,TRUE,Male,37,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
71.218.70.198,TRUE,Female,37,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unsure
66.203.238.243,TRUE,Female,37,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unacceptable
64.186.64.200,TRUE,Female,37,30-49,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unacceptable
71.47.48.225,TRUE,Male,37,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
173.188.134.66,TRUE,Male,37,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
107.4.113.171,TRUE,Male,37,30-49,Prefer not to answer,Acceptable,Acceptable,Acceptable,Unacceptable
72.203.147.66,TRUE,Female,37,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
68.66.23.115,TRUE,Female,37,30-49,White,Acceptable,Unacceptable,Unsure,Unsure
24.61.2.1,TRUE,Male,37,30-49,Black or African American,Acceptable,Unacceptable,Acceptable,Acceptable
67.174.66.147,TRUE,Male,37,30-49,White,Acceptable,Acceptable,Unsure,Acceptable
72.191.213.13,TRUE,Female,37,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.191.117,TRUE,Female,37,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
174.255.195.37,TRUE,Female,38,30-49,American Indian or Alaska Native,Unsure,Acceptable,Acceptable,Unsure
67.172.176.8,TRUE,Male,38,30-49,White,Unsure,Unacceptable,Unsure,Unacceptable
72.224.76.82,TRUE,Male,38,30-49,White,Unsure,Acceptable,Unsure,Unacceptable
69.115.20.62,TRUE,Female,38,30-49,Hispanic or Latino,Unsure,Unsure,Unsure,Unsure
107.216.192.73,TRUE,Female,38,30-49,White,Unsure,Unsure,Unsure,Unsure
24.131.126.41,TRUE,Male,38,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
71.231.206.151,TRUE,Female,38,30-49,Asian or Asian American,Unsure,Unacceptable,Unacceptable,Unsure
174.224.134.17,TRUE,Male,38,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
72.4.31.68,TRUE,Female,38,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
76.171.241.8,TRUE,Female,38,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unsure
73.213.20.64,TRUE,Male,38,30-49,Hispanic or Latino,Unacceptable,Acceptable,Acceptable,Acceptable
174.216.27.63,TRUE,Female,38,30-49,White,Unacceptable,Unacceptable,Acceptable,Unsure
98.27.0.195,TRUE,Male,38,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
146.115.231.150,TRUE,Male,38,30-49,White,Unacceptable,Unacceptable,Unacceptable,Acceptable
73.93.154.125,TRUE,Male,38,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
96.252.76.75,TRUE,Female,38,30-49,White,Acceptable,Acceptable,Acceptable,Unsure
108.18.244.169,TRUE,Male,38,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
69.138.13.68,TRUE,Female,38,30-49,White,Acceptable,Unsure,Unsure,Acceptable
68.99.1.230,TRUE,Male,38,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
162.254.46.29,TRUE,Male,38,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
98.31.24.85,TRUE,Male,38,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
76.90.151.3,TRUE,Male,38,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Acceptable
12.156.123.34,TRUE,Female,38,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
108.245.193.47,TRUE,Male,38,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
65.132.105.30,TRUE,Male,38,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
107.194.201.217,TRUE,Male,38,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.112.27.115,TRUE,Male,39,30-49,"Hispanic or Latino,White",Unsure,Unsure,Unsure,Unacceptable
107.77.234.115,TRUE,Male,39,30-49,White,Unsure,Unsure,Unacceptable,Unacceptable
107.77.169.2,TRUE,Female,39,30-49,White,Unsure,Unsure,Unsure,Unsure
174.247.19.165,TRUE,Male,39,30-49,Other,Unsure,Acceptable,Unacceptable,Unacceptable
67.80.145.190,TRUE,Female,39,30-49,White,Unsure,Unacceptable,Unacceptable,Unacceptable
24.237.158.251,TRUE,Female,39,30-49,American Indian or Alaska Native,Unsure,Unsure,Unsure,Unacceptable
104.169.236.133,TRUE,Female,39,30-49,"White,Black or African American,American Indian or Alaska Native",Unsure,Unsure,Unsure,Unsure
